name,overview,id,poster_path,rating,vote_count,adult,director,producer,creator,actors,year_released,genres,keywords,tags,Unnamed: 15,Unnamed: 16
GOING SEVENTEEN,"GOING SEVENTEEN is a variety show by SEVENTEEN. The show is all about SEVENTEEN doing activities, challenges and everything else.",74225,https://image.tmdb.org/t/p/w500/zZ1umKqmG2eu1uIPMeWNw4029oo.jpg,9.727,11,False,[],[],[],[],2017,Reality Comedy Talk,"['GOING', 'SEVENTEEN', 'variety', 'SEVENTEEN', 'SEVENTEEN', 'activities', 'challenges']",Reality Comedy Talk  GOING SEVENTEEN variety SEVENTEEN SEVENTEEN activities challenges 9.727    ,,
Kitchen Nightmares,"Chef Gordon Ramsay hits the road to help struggling restaurants all over the United States turn their luck around. Ramsay examines the problems each establishment faces, from unsanitary refrigerators to lazy or inexperienced staff, and searches for resolutions. With help from his team, Ramsay redecorates each eatery to give it a fresh new look and updates the menu as needed. Ramsay's ultimate goal is to make the restaurants he visits popular and profitable, but it's up to the restaurateurs to take his advice and turn their business nightmare into the American dream.",235884,https://image.tmdb.org/t/p/w500/7A1oUuJzIj3Wb3wGnLmrefZKxdb.jpg,9.7,3,False,[],[],[],[],2023,Reality,"['Chef', 'Gordon', 'Ramsay', 'hits', 'road', 'help', 'struggling', 'restaurants', 'United', 'States', 'turn', 'luck', 'Ramsay', 'examines', 'problems', 'establishment', 'faces', 'unsanitary', 'refrigerators', 'lazy', 'inexperienced', 'staff', 'searches', 'resolutions', 'help', 'team', 'Ramsay', 'redecorates', 'eatery', 'fresh', 'new', 'look', 'updates', 'menu', 'needed', 'Ramsay', 'ultimate', 'goal', 'restaurants', 'visits', 'popular', 'profitable', 'restaurateurs', 'advice', 'turn', 'business', 'nightmare', 'American', 'dream']",Reality  Chef Gordon Ramsay hits road help struggling restaurants United States turn luck Ramsay examines problems establishment faces unsanitary refrigerators lazy inexperienced staff searches resolutions help team Ramsay redecorates eatery fresh new look updates menu needed Ramsay ultimate goal restaurants visits popular profitable restaurateurs advice turn business nightmare American dream 9.7    ,,
Street Dance Girls Fighter,"Street Dance Girls Fighter aims to continue growing interest in dance by reviving the hit show, “Street Woman Fighter” with talented teenage dance crews. The crew masters from each crew appear as judges and mentors for the contestants. The teenage crews will compete to become the best high school-aged girls’ dance crew in Korea. Kang Daniel joins once again as the emcee of the show.",139727,https://image.tmdb.org/t/p/w500/xu4UR4AZ2LwVFmJJhMgclXrFg3R.jpg,9.5,2,False,[],[],[],[],2021,Reality,"['Street', 'Dance', 'Girls', 'Fighter', 'aims', 'continue', 'growing', 'interest', 'dance', 'reviving', 'hit', 'Street', 'Woman', 'Fighter', 'talented', 'teenage', 'dance', 'crews', 'crew', 'masters', 'crew', 'appear', 'judges', 'mentors', 'contestants', 'teenage', 'crews', 'compete', 'best', 'high', 'school', 'aged', 'girls', 'dance', 'crew', 'Korea', 'Kang', 'Daniel', 'joins', 'emcee']",Reality  Street Dance Girls Fighter aims continue growing interest dance reviving hit Street Woman Fighter talented teenage dance crews crew masters crew appear judges mentors contestants teenage crews compete best high school aged girls dance crew Korea Kang Daniel joins emcee 9.5    ,,
Travelawak: Projek Bapak Bapak,"A comedy reality travel show, they will have to spend time together & go through all the challenge that has been set.",223538,https://image.tmdb.org/t/p/w500/rMp4KyNiJ0IZf9YXacnSIUtf9MV.jpg,9.5,2,False,[],[],"[""Nurul A'in Mohd Noor""]",[],2023,Comedy Reality Action & Adventure Documentary,"['comedy', 'reality', 'travel', 'spend', 'time', 'challenge', 'set']",Comedy Reality Action & Adventure Documentary  comedy reality travel spend time challenge set 9.5  Nurul A'in Mohd Noor  ,,
Junior Eurovision Song Contest,"The Junior Eurovision Song Contest, often shortened to JESC, Junior Eurovision or Junior EuroSong, is a song competition which has been organised by the European Broadcasting Union (EBU) annually since 2003 and is open exclusively to broadcasters that are members of the EBU. It is held in a different European city each year, however the same city can host the contest more than once.",52832,https://image.tmdb.org/t/p/w500/p3k9G5l0dZmG4EkK57ouUaQFpBn.jpg,9.5,2,False,[],[],['Bjørn Erichsen'],[],2003,Reality,"['Junior', 'Eurovision', 'Song', 'Contest', 'shortened', 'JESC', 'Junior', 'Eurovision', 'Junior', 'EuroSong', 'song', 'competition', 'organised', 'European', 'Broadcasting', 'Union', 'EBU', 'annually', 'open', 'exclusively', 'broadcasters', 'members', 'EBU', 'held', 'different', 'European', 'city', 'year', 'city', 'host', 'contest']",Reality  Junior Eurovision Song Contest shortened JESC Junior Eurovision Junior EuroSong song competition organised European Broadcasting Union EBU annually open exclusively broadcasters members EBU held different European city year city host contest 9.5  Bjørn Erichsen  ,,
My Big Fat Fabulous Life,A series following a North Carolina woman who was diagnosed with an endocrine system disorder called polyscystic ovary syndrome (PCOS) that caused her to gain hundreds of pounds.,69880,https://image.tmdb.org/t/p/w500/xuM2Cox4WtAe8uny6i1XUxFxG7r.jpg,9.4,8,False,[],[],[],[],2015,Reality,"['series', 'following', 'North', 'Carolina', 'woman', 'diagnosed', 'endocrine', 'system', 'disorder', 'called', 'polyscystic', 'ovary', 'syndrome', 'PCOS', 'caused', 'gain', 'hundreds', 'pounds']",Reality  series following North Carolina woman diagnosed endocrine system disorder called polyscystic ovary syndrome PCOS caused gain hundreds pounds 9.4    ,,
Baddies East,"Executive Producer Natalie Nunn, Chrisean Rock, Rollie and more of the OG Baddies are back to show up and show out with newbies like Sukihana and Sky — to take over the East Coast!",234927,https://image.tmdb.org/t/p/w500/cASNGLEWbMJ3v6MNXjDwk1beT2b.jpg,9.333,6,False,[],[],[],[],2023,Reality,"['Executive', 'Producer', 'Natalie', 'Nunn', 'Chrisean', 'Rock', 'Rollie', 'OG', 'Baddies', 'newbies', 'like', 'Sukihana', 'Sky', 'East', 'Coast']",Reality  Executive Producer Natalie Nunn Chrisean Rock Rollie OG Baddies newbies like Sukihana Sky East Coast 9.333    ,,
Unexpected Business,"Set in a small, rural town, the show is about two friends, actors Zo In-sung and Cha Tae-hyun, running a supermarket for 10 days. They not only sell goods, but also operate small restaurant, where they cook and serve dishes. The two actors, who lived their whole lives in the city, experience life in the small town and blend into the neighborhood.",119645,https://image.tmdb.org/t/p/w500/xU3zUrA4gzakSoiSjpZAXnn6mTR.jpg,9.3,6,False,[],[],['Yoo Ho-jin'],[],2021,Talk Reality,"['Set', 'small', 'rural', 'town', 'friends', 'actors', 'Zo', 'sung', 'Cha', 'Tae', 'hyun', 'running', 'supermarket', 'days', 'sell', 'goods', 'operate', 'small', 'restaurant', 'cook', 'serve', 'dishes', 'actors', 'lived', 'lives', 'city', 'experience', 'life', 'small', 'town', 'blend', 'neighborhood']",Talk Reality  Set small rural town friends actors Zo sung Cha Tae hyun running supermarket days sell goods operate small restaurant cook serve dishes actors lived lives city experience life small town blend neighborhood 9.3  Yoo Ho-jin  ,,
Dimension 20,"Heed the call of adventure and enter Dimension 20 where Game Master Brennan Lee Mulligan, joined by comedians and pro gamers, blends comedy with tabletop RPGs.",89180,https://image.tmdb.org/t/p/w500/eekcVkJUCQFQOyu3ZulaLOlgDtc.jpg,9.222,9,False,[],[],['Brennan Lee Mulligan'],[],2018,Sci-Fi & Fantasy Comedy Reality Action & Adventure,"['Heed', 'adventure', 'enter', 'Dimension', 'Game', 'Master', 'Brennan', 'Lee', 'Mulligan', 'joined', 'comedians', 'pro', 'gamers', 'blends', 'comedy', 'tabletop', 'RPGs']",Sci-Fi & Fantasy Comedy Reality Action & Adventure  Heed adventure enter Dimension Game Master Brennan Lee Mulligan joined comedians pro gamers blends comedy tabletop RPGs 9.222  Brennan Lee Mulligan  ,,
LOL: Last One Laughing Colombia,"For the first time in Colombia, LOL opens its doors to 10 of the best comedians to compete against each other to win the LOL trophy while they dare to make comedy free of censorship and limits. In this crazy extreme experiment, comedians will reveal much more than their repertoire of jokes. What will be their challenge? Make each of their opponents laugh while keeping a straight face.",231804,https://image.tmdb.org/t/p/w500/bo4UKcVWwX2T5HA5UsFXTXcoUsy.jpg,9.077,13,False,[],[],[],[],2023,Reality Comedy,"['time', 'Colombia', 'LOL', 'opens', 'doors', 'best', 'comedians', 'compete', 'win', 'LOL', 'trophy', 'dare', 'comedy', 'free', 'censorship', 'limits', 'crazy', 'extreme', 'experiment', 'comedians', 'reveal', 'repertoire', 'jokes', 'challenge', 'opponents', 'laugh', 'keeping', 'straight', 'face']",Reality Comedy  time Colombia LOL opens doors best comedians compete win LOL trophy dare comedy free censorship limits crazy extreme experiment comedians reveal repertoire jokes challenge opponents laugh keeping straight face 9.077    ,,
On Cinema,Tim Heidecker reviews the latest movies in theaters with a special guest.,76345,https://image.tmdb.org/t/p/w500/li5qk9Hdm2Yrw1ApXpT5UNAUxAY.jpg,9.071,15,False,[],[],"['Tim Heidecker', 'Gregg Turkington']",[],2012,Comedy Talk Reality News,"['Tim', 'Heidecker', 'reviews', 'latest', 'movies', 'theaters', 'special', 'guest']",Comedy Talk Reality News  Tim Heidecker reviews latest movies theaters special guest 9.071  Tim Heidecker Gregg Turkington  ,,
MasterChef: Dessert Masters,"Some of the most exciting names in pastry, desserts and all things sweet and delicious will bring their elite skills to the competition as they contend to be the nation’s first Dessert Master, and with $100,000 on the line, the pressure is on not to fudge it up.",227551,https://image.tmdb.org/t/p/w500/ijNZvOetNOFeVnJqYCW8cZVOmGU.jpg,9.0,1,False,[],[],[],[],2023,Reality,"['exciting', 'names', 'pastry', 'desserts', 'things', 'sweet', 'delicious', 'bring', 'elite', 'skills', 'competition', 'contend', 'nation', 'Dessert', 'Master', 'line', 'pressure', 'fudge']",Reality  exciting names pastry desserts things sweet delicious bring elite skills competition contend nation Dessert Master line pressure fudge 9.0    ,,
Salty Tour,"Salty Tour is a travel variety program that emphasises on 2 things: Good quality for the price and Small Luxury. For every city/country, 3 of the cast members are assigned as 1-day tour guides and are given the same budget per person. The cast members will attempt to have the best vacation experience with a fixed price limit. The Small Luxury can only be won by the winning tour guide through the judging of the remaining cast members and invited guests for each day tour, in terms of food, places of interest and accommodation.",77988,https://image.tmdb.org/t/p/w500/sNeWYRtQ1FVwPDgYdCXaYhGMkVM.jpg,9.0,1,False,[],[],[],[],2017,Reality,"['Salty', 'Tour', 'travel', 'variety', 'program', 'emphasises', 'things', 'Good', 'quality', 'price', 'Small', 'Luxury', 'city', 'country', 'cast', 'members', 'assigned', 'day', 'tour', 'guides', 'given', 'budget', 'person', 'cast', 'members', 'attempt', 'best', 'vacation', 'experience', 'fixed', 'price', 'limit', 'Small', 'Luxury', 'won', 'winning', 'tour', 'guide', 'judging', 'remaining', 'cast', 'members', 'invited', 'guests', 'day', 'tour', 'terms', 'food', 'places', 'interest', 'accommodation']",Reality  Salty Tour travel variety program emphasises things Good quality price Small Luxury city country cast members assigned day tour guides given budget person cast members attempt best vacation experience fixed price limit Small Luxury won winning tour guide judging remaining cast members invited guests day tour terms food places interest accommodation 9.0    ,,
MTV Hustle,"MTV Hustle is India's first rap reality show. Judged by Raftaar, Nucleya and Raja Kumari, it premiered on 9 August 2019. Hosted by Gaelyn Mendonca, it airs on MTV India.",94537,https://image.tmdb.org/t/p/w500/eZQDMRq2qYIueg1nNkKaakWRPfs.jpg,9.0,1,False,[],[],[],[],2019,Reality,"['MTV', 'Hustle', 'India', 'rap', 'reality', 'Judged', 'Raftaar', 'Nucleya', 'Raja', 'Kumari', 'premiered', 'August', 'Hosted', 'Gaelyn', 'Mendonca', 'airs', 'MTV', 'India']",Reality  MTV Hustle India rap reality Judged Raftaar Nucleya Raja Kumari premiered August Hosted Gaelyn Mendonca airs MTV India 9.0    ,,
Robinson Ekspeditionen,"Robinson Ekspeditionen is a popular Danish reality television program debuting in 1998. In the spring of 1998 TV3 purchased the broadcast rights to air their own version of Expedition Robinson. Following the success of the Swedish version, Denmark was the first country to adopt their own version of the show. The show has proven to be a ratings success since its premiere in 1998.

The name alludes to both Robinson Crusoe and The Swiss Family Robinson, two stories featuring people marooned by shipwrecks.",32718,https://image.tmdb.org/t/p/w500/m2TxgzRvqXR74bA08ZVNl7q0cU6.jpg,9.0,4,False,[],[],['Charlie Parsons'],[],1998,Reality,"['Robinson', 'Ekspeditionen', 'popular', 'Danish', 'reality', 'television', 'program', 'debuting', 'spring', 'purchased', 'broadcast', 'rights', 'air', 'version', 'Expedition', 'Robinson', 'Following', 'success', 'Swedish', 'version', 'Denmark', 'country', 'adopt', 'version', 'proven', 'ratings', 'success', 'premiere', 'alludes', 'Robinson', 'Crusoe', 'Swiss', 'Family', 'Robinson', 'stories', 'featuring', 'people', 'marooned', 'shipwrecks']",Reality  Robinson Ekspeditionen popular Danish reality television program debuting spring purchased broadcast rights air version Expedition Robinson Following success Swedish version Denmark country adopt version proven ratings success premiere alludes Robinson Crusoe Swiss Family Robinson stories featuring people marooned shipwrecks 9.0  Charlie Parsons  ,,
Love After Divorce,"Newly single and ready to mingle, divorced men and women enter the Dolsing Village looking to date, cohabitate and find love again.",128979,https://image.tmdb.org/t/p/w500/k9DexQGVaCjWATLXl7wfddvYyjP.jpg,9.0,6,False,[],[],[],[],2021,Reality,"['Newly', 'single', 'ready', 'mingle', 'divorced', 'men', 'women', 'enter', 'Dolsing', 'Village', 'looking', 'date', 'cohabitate', 'find', 'love']",Reality  Newly single ready mingle divorced men women enter Dolsing Village looking date cohabitate find love 9.0    ,,
Hello Counselor,"A talk show with an emphasis on regular people, regardless of age or gender, that aims to help take down communication barriers by sharing stories about life.",60006,https://image.tmdb.org/t/p/w500/1oSc9094tHH7JDpAWBgijKA6H4G.jpg,9.0,2,False,[],[],[],[],2010,Reality,"['talk', 'emphasis', 'regular', 'people', 'regardless', 'age', 'gender', 'aims', 'help', 'communication', 'barriers', 'sharing', 'stories', 'life']",Reality  talk emphasis regular people regardless age gender aims help communication barriers sharing stories life 9.0    ,,
I've Got a Secret,"A panel tries to determine a contestant's secret: something that is unusual, amazing, embarrassing, or humorous about that person.",4862,https://image.tmdb.org/t/p/w500/7dFZJ2ZJJdcmkp05B9NWlqTJ5tq.jpg,9.0,1,False,[],[],['Allan Sherman'],[],1952,Reality,"['panel', 'tries', 'determine', 'contestant', 'secret', 'unusual', 'amazing', 'embarrassing', 'humorous', 'person']",Reality  panel tries determine contestant secret unusual amazing embarrassing humorous person 9.0  Allan Sherman  ,,
WOW - Women of Wrestling,"The eight-episode series will feature 35 wrestlers, including third generation wrestling superstar Tessa Blanchard, returning superheroes The Beast, Stephy Slays, Jungle Grrrl, Beverly Hills Babe and talented newcomers to WOW such as Faith the Lioness and Princess Aussie.",85974,https://image.tmdb.org/t/p/w500/6ap5xbhzG82koHLFMFD04vWpcPE.jpg,9.0,2,False,[],[],['David McLane'],[],2000,Reality,"['episode', 'series', 'feature', 'wrestlers', 'including', 'generation', 'wrestling', 'superstar', 'Tessa', 'Blanchard', 'returning', 'superheroes', 'Beast', 'Stephy', 'Slays', 'Jungle', 'Grrrl', 'Beverly', 'Hills', 'Babe', 'talented', 'newcomers', 'WOW', 'Faith', 'Lioness', 'Princess', 'Aussie']",Reality  episode series feature wrestlers including generation wrestling superstar Tessa Blanchard returning superheroes Beast Stephy Slays Jungle Grrrl Beverly Hills Babe talented newcomers WOW Faith Lioness Princess Aussie 9.0  David McLane  ,,
Gaki no Tsukai No Laughing Batsu Game,"After participating to a previous show where they have to bet or be challenged to any kind of competitions, the losing members of the Gaki no Tsukai are selected to spend 24 hours in a setting which they have no knowledge of the theme nor the course of the events. They are exposed to various absurd and crazy situations nonstop for 24 hours and must refrain from laughing. If they do so, hang-men appear and hit the rule breakers with a weapon (the weapon varies every year).",94370,https://image.tmdb.org/t/p/w500/6kn5CyQKs4ptEiIVWX2B6nalGwD.jpg,9.0,2,False,[],[],['Kenji Suga'],[],2003,Comedy Reality,"['participating', 'previous', 'bet', 'challenged', 'kind', 'competitions', 'losing', 'members', 'Gaki', 'Tsukai', 'selected', 'spend', 'hours', 'setting', 'knowledge', 'theme', 'course', 'events', 'exposed', 'absurd', 'crazy', 'situations', 'nonstop', 'hours', 'refrain', 'laughing', 'hang', 'men', 'appear', 'hit', 'rule', 'breakers', 'weapon', 'weapon', 'varies', 'year']",Comedy Reality  participating previous bet challenged kind competitions losing members Gaki Tsukai selected spend hours setting knowledge theme course events exposed absurd crazy situations nonstop hours refrain laughing hang men appear hit rule breakers weapon weapon varies year 9.0  Kenji Suga  ,,
